1	6
2	0
3	9
4	3
5	4
6	9
7	5
8	5
9	6
10	7
11	0
12	8
13	8
14	3
15	6
16	6
17	3
18	9
19	0
20	0
21	0
22	6
23	3
24	0
25	6
26	8
27	7
28	8
29	9
30	7
31	6
32	0
33	3
34	9
35	3
36	6
37	3
38	7
39	8
40	5
41	5
42	6
43	8
44	8
45	8
46	9
47	8
48	3
49	8
50	7
51	3
52	7
53	7
54	8
55	8
56	0
57	3
58	9
59	3
60	3
61	8
62	8
63	4
64	7
65	8
66	7
67	9
68	8
69	8
70	8
71	9
72	4
73	9
74	4
75	9
76	0
77	6
78	9
79	8
80	3
81	3
82	5
83	3
84	9
85	3
86	0
87	8
88	6
89	0
90	0
91	8
92	3
93	0
94	0
95	3
96	3
97	8
98	3
99	3
100	1
101	4
102	3
103	6
104	4
105	4
106	0
107	6
108	0
109	8
110	1
111	3
112	8
113	6
114	9
115	3
116	7
117	8
118	0
119	7
120	8
121	5
122	3
123	0
124	5
125	9
126	6
127	3
128	0
129	4
130	8
131	8
132	8
133	8
134	5
135	0
136	7
137	9
138	9
139	8
140	0
141	9
142	5
143	4
144	0
145	5
146	5
147	0
148	8
149	3
150	4
151	5
152	8
153	9
154	8
155	3
156	8
157	8
158	4
159	5
160	3
161	0
162	3
163	0
164	3
165	5
166	0
167	9
168	6
169	5
170	8
171	8
172	9
173	9
174	3
175	9
176	1
177	8
178	9
179	0
180	0
181	7
182	0
183	8
184	7
185	3
186	4
187	4
188	9
189	3
190	6
191	0
192	9
193	0
194	5
195	4
196	5
197	5
198	4
199	6
200	5
201	3
202	5
203	5
204	6
205	9
206	3
207	7
208	8
209	5
210	4
211	6
212	5
213	5
214	5
215	6
216	3
217	3
218	8
219	0
220	8
221	8
222	3
223	8
224	6
225	8
226	6
227	8
228	5
229	8
230	6
231	9
232	0
233	7
234	8
235	3
236	8
237	9
238	8
239	5
240	7
241	9
242	0
243	3
244	6
245	2
246	3
247	9
248	3
249	8
250	0
251	8
252	1
253	9
254	0
255	3
256	7
257	9
258	0
259	0
260	7
261	9
262	8
263	6
264	5
265	2
266	4
267	3
268	3
269	3
270	4
271	2
272	6
273	0
274	7
275	6
276	0
277	8
278	1
279	8
280	9
281	0
282	0
283	5
284	3
285	9
286	9
287	6
288	4
289	0
290	3
291	3
292	6
293	6
294	7
295	9
296	0
297	5
298	8
299	8
300	4
301	4
302	7
303	3
304	0
305	9
306	9
307	8
308	5
309	5
310	6
311	5
312	3
313	0
314	0
315	9
316	6
317	9
318	0
319	9
320	3
321	8
322	3
323	3
324	5
325	3
326	0
327	1
328	8
329	7
330	4
331	9
332	5
333	8
334	8
335	5
336	3
337	4
338	0
339	3
340	8
341	6
342	3
343	9
344	8
345	8
346	8
347	5
348	9
349	5
350	8
351	8
352	0
353	3
354	9
355	3
356	3
357	6
358	8
359	8
360	5
361	7
362	0
363	5
364	4
365	4
366	5
367	0
368	3
369	8
370	8
371	1
372	7
373	9
374	9
375	4
376	8
377	0
378	0
379	3
380	9
381	7
382	3
383	6
384	8
385	3
386	0
387	6
388	3
389	4
390	0
391	9
392	8
393	9
394	5
395	8
396	6
397	8
398	3
399	3
400	9
401	5
402	9
403	0
404	3
405	7
406	5
407	8
408	0
409	0
410	8
411	3
412	0
413	8
414	3
415	7
416	8
417	8
418	9
419	5
420	0
421	4
422	6
423	0
424	5
425	3
426	3
427	0
428	0
429	7
430	8
431	3
432	3
433	4
434	8
435	8
436	9
437	9
438	1
439	8
440	9
441	0
442	3
443	9
444	3
445	5
446	7
447	8
448	5
449	9
450	8
451	8
452	6
453	8
454	7
455	0
456	4
457	8
458	9
459	6
460	4
461	6
462	9
463	8
464	6
465	8
466	6
467	9
468	3
469	8
470	8
471	7
472	8
473	3
474	9
475	9
476	8
477	8
478	5
479	0
480	9
481	7
482	5
483	9
484	9
485	8
486	8
487	9
488	5
489	0
490	4
491	6
492	5
493	8
494	9
495	6
496	8
497	4
498	8
499	5
500	5
501	6
502	8
503	3
504	9
505	0
506	3
507	5
508	3
509	0
510	5
511	7
512	6
513	8
514	0
515	3
516	3
517	6
518	9
519	9
520	4
521	0
522	9
523	8
524	8
525	9
526	0
527	5
528	9
529	7
530	7
531	8
532	4
533	9
534	6
535	5
536	9
537	6
538	9
539	6
540	9
541	3
542	7
543	8
544	5
545	2
546	7
547	9
548	6
549	3
550	9
551	3
552	9
553	9
554	3
555	5
556	8
557	8
558	5
559	8
560	5
561	8
562	0
563	8
564	3
565	8
566	8
567	9
568	6
569	9
570	0
571	7
572	6
573	0
574	8
575	9
576	3
577	8
578	3
579	1
580	5
581	1
582	3
583	9
584	3
585	6
586	9
587	8
588	3
589	3
590	0
591	0
592	3
593	3
594	3
595	4
596	9
597	8
598	0
599	8
600	9
601	3
602	3
603	9
604	8
605	8
606	3
607	8
608	3
609	5
610	8
611	8
612	7
613	6
614	8
615	8
616	9
617	3
618	3
619	6
620	6
621	8
622	3
623	7
624	9
625	8
626	5
627	5
628	9
629	0
630	2
631	5
632	0
633	7
634	9
635	3
636	7
637	4
638	0
639	0
640	0
641	0
642	5
643	3
644	8
645	5
646	7
647	0
648	5
649	8
650	0
651	3
652	6
653	0
654	8
655	8
656	8
657	3
658	3
659	3
660	3
661	9
662	0
663	6
664	3
665	3
666	3
667	5
668	9
669	8
670	7
671	9
672	9
673	3
674	6
675	5
676	4
677	9
678	8
679	5
